	y	0	1	2	3	4	5	6	7	8	9	10	11
0	1	-0.41000000000000014	0.08943088932099053	0.038711566432293676	0.021978021978021678	-0.004554326610279658	-0.019999999999999962	0.009193135081814713	-0.00588157822965292	0.03094136792174118	0.001672437007305752	0.016334061374389097	-1.0008623949155555
1	1	-1.0256666666666665	0.009302325581395099	0.06077208858082228	0.18936550501861737	0.01049868766404205	0.019883415470176802	0.011988599999999988	-0.00860161447105923	0.12198193029251447	0.004901529323319456	0.034151587171020396	-0.4213594293133333
2	1	-0.06000000000000005	0.02109799999999984	-0.01653125214955148	0.17187448000000005	0.018779342723004744	-0.08282174573290413	0.0034349370652747013	-0.010475042341989323	-0.006957968003929532	-0.0004051186949770042	0.004777563764393292	-0.19841866009333325
3	1	-0.9000000000000004	0.02586206690849413	0.041159770358159875	0.0	0.030927835051546282	-0.010000000000000009	0.025176182818392068	-0.012570875841009676	0.0661063072619924	0.003762923380880634	0.01737039432532372	-0.6339503593022222
4	1	-0.9042500000000002	-0.002103049421661285	-0.0018956604664912002	-0.03591906282410551	0.08636363636363642	0.026032264910443623	-0.018500899999999987	-0.016677609295209044	0.04378527843691993	0.0025451339732476975	0.02824021730711085	1.9607861899660393
5	1	-2.795	0.06976723731373413	0.015273762183140138	0.006276222806559151	0.08368594264221918	-0.006685551063313089	0.02620284775530185	-0.045750623209449295	0.14744984981704157	0.006281209173967892	0.004296601270273351	-1.4604805892555557
6	1	-1.3612499999999996	0.04235294117647026	0.01589568090253768	0.21497717056744525	0.04443053817271592	-0.009177143584364195	0.011794499999999986	0.018402557553263095	0.03410078622763224	0.0019882112922536173	0.016123433487329693	-0.9374457282488889
7	1	-0.6476249999999997	-0.0298509815103305	0.057490298751926905	-0.1436251920122884	-0.14818481848184828	0.09383100000000005	-0.03322159999999999	0.04847108293974	0.05814784013262353	0.0025837582134588775	0.014279744420958659	0.7003490340955555
8	1	-5.022893999999999	0.04080727434020859	0.01959440993809275	0.0013422818791946067	0.06611111111111101	-0.04059783919405008	0.025394590304535405	0.008862857351338627	0.03661990204287338	0.0025526155672265655	0.0014254199146392223	0.1324409399066667
9	1	-0.8175833333333333	-0.0031347962382447525	0.015206134143998518	-0.08786428713196204	0.06835722160970215	0.029198138119936212	-0.01739780000000002	0.0031898712273365146	0.049348915483469646	0.0025826161386283113	0.02034116761044833	2.1055665169481372
10	1	0.9700000000000002	0.045045045260293515	0.022034702402393025	0.5121951219512195	0.04228855721393043	-0.010000000000000009	0.013572549538906353	0.0047936323997085535	0.053661977625119484	0.00141775873088687	0.00011449102369721429	-0.26708532675999996
11	1	0.6574999999999998	0.0	0.01179418065817378	0.19782608695652182	0.03866792929292928	-0.015100149681401547	0.006095900000000015	0.0037726000646112826	0.011100166257067057	0.0008103972999885158	0.017898796257539925	0.6133407007622221
12	1	-1.0058333333333334	0.0	0.01898723996707896	0.45205479452054753	0.06653786250813232	-0.005327813694677747	-0.006109299999999984	-0.0035143051216595805	0.014868087417498344	0.00066141308388077	0.04129251002935481	-0.4226816515355555
13	1	0.77	0.006797787349055673	0.007077554839588829	0.14285714285714302	0.08058803799735093	-0.04141500000000009	-0.010635862361780019	-0.004230795779825887	0.06670882435352654	0.0023732764443088437	0.03783646090028626	-0.5410705404244444
14	1	-0.6000000000000001	0.03061456881911906	0.00939321235792362	0.13636363636363646	0.07248564697271198	-0.05232899999999996	0.00797819373640754	-0.09696360276573752	0.04740615968719342	0.0017779321501399728	0.015236408590025615	-0.9881957282488888
